sequence,target,function
"[9, 2, 7, 0, 5, -2]",3,alternating_add_subtract
"[68, 60, 64, 56, 60, 52]",56,alternating_add_subtract
"[42, 29, 16, 87, 132, 235]",454,tribonacci
"[31, 162, 817, 4092, 20467, 102342]",511717,linear_recursive
"[14, 63, 259, 1043, 4179, 16723]",66899,linear_recursive
"[48, 45, 51, 48, 54, 51]",57,alternating_add_subtract
"[6, 12, 26, 44, 82, 152]",278,tribonacci
"[80, 72, 80, 72, 80, 72]",80,alternating_add_subtract
"[5, 19, 11, 24, 30, 35]",54,padovan
"[2, 1, 17, 3, 18, 20]",21,padovan
"[2, 5, 15, 7, 20, 22]",27,padovan
"[32, 40, 160, 168, 672, 680]",2720,alternating_sequence
"[50, 115, 245, 505, 1025, 2065]",4145,linear_recursive
"[3, -1, 5, 1, 7, 3]",9,alternating_add_subtract
"[53, 45, 37, 29, 21, 13]",5,arithmetic
"[4, 7, 6, 11, 13, 17]",24,padovan
"[13, 10, 7, 4, 1, -2]",-5,arithmetic
"[48, 46, 50, 48, 52, 50]",54,alternating_add_subtract
"[28, 24, 20, 16, 12, 8]",4,arithmetic
"[8, 14, 20, 28, 42, 62]",90,generate_sequence
"[20, 30, 80, 190, 460, 1110]",2680,pell
"[14, -5, -24, -43, -62, -81]",-100,arithmetic
"[4, 14, 70, 80, 400, 410]",2050,alternating_sequence
"[43, 139, 427, 1291, 3883, 11659]",34987,linear_recursive
"[1, 7, 5, 9, 11, 17]",25,fib_minus_const
"[16, 14, 22, 20, 28, 26]",34,alternating_add_subtract
"[2, 3, 1, 0, -3, -7]",-14,fib_minus_const
"[13, 18, 11, 31, 29, 42]",60,padovan
"[46, 249, 1264, 6339, 31714, 158589]",792964,linear_recursive
"[26, 3, 29, 32, 61, 93]",154,fibonacci
"[1, 15, 7, 16, 22, 23]",38,padovan
"[6, 9, 12, 15, 21, 27]",36,padovan
"[9, 25, 41, 57, 73, 89]",105,arithmetic
"[15, 16, 12, 31, 28, 43]",59,padovan
"[5, 2, 9, 20, 49, 118]",285,pell
"[48, 3, 54, 111, 276, 663]",1602,pell
"[15, 30, 21, 66, 117, 204]",387,tribonacci
"[15, 35, 55, 75, 95, 115]",135,arithmetic
"[1, 13, 52, 64, 256, 268]",1072,alternating_sequence
"[58, 92, 126, 160, 194, 228]",262,arithmetic
"[51, 42, 43, 34, 35, 26]",27,alternating_add_subtract
"[37, 27, 35, 99, 161, 295]",555,tribonacci
"[18, 102, 522, 2622, 13122, 65622]",328122,linear_recursive
"[38, 27, 65, 92, 157, 249]",406,fibonacci
"[30, 46, 184, 200, 800, 816]",3264,alternating_sequence
"[20, 9, 2, 22, 31, 33]",55,generate_sequence
"[14, 4, 9, 27, 40, 76]",143,tribonacci
"[22, 27, 54, 59, 118, 123]",246,alternating_sequence
"[43, 33, 23, 13, 3, -7]",-17,arithmetic
"[13, 34, 47, 81, 128, 209]",337,fibonacci
"[3, 20, 1, 23, 21, 24]",44,padovan
"[34, 40, 200, 206, 1030, 1036]",5180,alternating_sequence
"[35, 46, 15, 96, 157, 268]",521,tribonacci
"[82, 76, 86, 80, 90, 84]",94,alternating_add_subtract
"[31, 28, 25, 22, 19, 16]",13,arithmetic
"[14, 15, 3, 17, 32, 35]",52,generate_sequence
"[26, 36, 18, 80, 134, 232]",446,tribonacci
"[7, -26, -59, -92, -125, -158]",-191,arithmetic
"[4, 3, 7, 11, 14, 21]",32,generate_sequence
"[6, 26, 130, 150, 750, 770]",3850,alternating_sequence
"[21, 6, 32, 59, 97, 188]",344,tribonacci
"[19, 19, 4, 38, 23, 42]",61,padovan
"[18, 14, 4, 22, 36, 40]",62,generate_sequence
"[32, 28, 30, 26, 28, 24]",26,alternating_add_subtract
"[1, 8, 5, 9, 10, 15]",21,fib_minus_const
"[19, 20, 17, 39, 37, 56]",76,padovan
"[18, 4, 16, 22, 20, 38]",42,padovan
"[6, 8, 4, 10, 18, 22]",32,generate_sequence
"[6, 9, 12, 27, 48, 87]",162,tribonacci
"[31, 5, 36, 41, 77, 118]",195,fibonacci
"[92, 130, 168, 206, 244, 282]",320,arithmetic
"[2, 19, 16, 18, 37, 53]",71,generate_sequence
"[15, 21, 21, 57, 99, 177]",333,tribonacci
"[7, 2, 12, 9, 14, 21]",23,padovan
"[1, 10, 6, 7, 17, 23]",30,generate_sequence
"[73, 73, 73, 73, 73, 73]",73,arithmetic
"[28, 24, 11, 63, 98, 172]",333,tribonacci
"[44, 190, 774, 3110, 12454, 49830]",199334,linear_recursive
"[85, 76, 79, 70, 73, 64]",67,alternating_add_subtract
"[6, 20, 1, 26, 21, 27]",47,padovan
"[18, 4, 26, 56, 138, 332]",802,pell
"[84, 74, 76, 66, 68, 58]",60,alternating_add_subtract
"[25, 136, 691, 3466, 17341, 86716]",433591,linear_recursive
"[14, 4, 9, -1, 4, -6]",-1,alternating_add_subtract
"[20, 19, 19, 39, 38, 58]",77,padovan
"[20, 25, 35, 50, 70, 95]",125,step_up
"[12, 5, 11, 17, 16, 28]",33,padovan
"[33, 1, 34, 35, 69, 104]",173,fibonacci
"[5, 3, 5, 5, 7, 9]",13,fib_minus_const
"[15, 6, 10, 21, 16, 31]",37,padovan
"[49, 259, 1309, 6559, 32809, 164059]",820309,linear_recursive
"[56, 82, 108, 134, 160, 186]",212,arithmetic
"[49, 44, 45, 40, 41, 36]",37,alternating_add_subtract
"[19, 6, 3, 22, 28, 31]",53,generate_sequence
"[25, 27, 54, 56, 112, 114]",228,alternating_sequence
"[35, 44, 176, 185, 740, 749]",2996,alternating_sequence
"[8, 3, 15, 11, 18, 26]",29,padovan
"[74, 64, 69, 59, 64, 54]",59,alternating_add_subtract
"[18, 20, 18, 38, 38, 56]",76,padovan
"[35, 26, 61, 87, 148, 235]",383,fibonacci
"[9, 27, 41, 77, 145, 263]",485,tribonacci
"[6, 9, 13, 15, 22, 28]",37,padovan
"[15, 4, 8, 19, 12, 27]",31,padovan
"[11, 13, 22, 46, 81, 149]",276,tribonacci
"[17, 14, 6, 31, 20, 37]",51,padovan
"[10, 20, 19, 29, 49, 68]",97,generate_sequence
"[18, 10, 20, 28, 30, 48]",58,padovan
"[67, 85, 103, 121, 139, 157]",175,arithmetic
"[8, 8, 14, 20, 32, 50]",80,fib_minus_const
"[21, 2, 23, 25, 48, 73]",121,fibonacci
"[28, 14, 56, 126, 308, 742]",1792,pell
"[1, -6, -2, -9, -5, -12]",-8,alternating_add_subtract
"[15, 20, 11, 26, 46, 57]",83,generate_sequence
"[15, 16, 10, 31, 26, 41]",57,padovan
"[35, 52, 104, 121, 242, 259]",518,alternating_sequence
"[22, 17, 22, 17, 22, 17]",22,alternating_add_subtract
"[48, 47, 53, 52, 58, 57]",63,alternating_add_subtract
"[17, 44, 28, 89, 161, 278]",528,tribonacci
"[5, 9, 14, 14, 23, 28]",37,padovan
"[58, 41, 24, 7, -10, -27]",-44,arithmetic
"[38, 20, 41, 99, 160, 300]",559,tribonacci
"[25, 23, 71, 165, 401, 967]",2335,pell
"[20, 47, 101, 209, 425, 857]",1721,linear_recursive
"[35, 144, 580, 2324, 9300, 37204]",148820,linear_recursive
"[4, 23, 46, 73, 142, 261]",476,tribonacci
"[2, 5, 20, 7, 25, 27]",32,padovan
"[20, 13, 1, 33, 14, 34]",47,padovan
"[7, 2, 11, 24, 59, 142]",343,pell
"[11, 15, 75, 79, 395, 399]",1995,alternating_sequence
"[16, 16, 15, 32, 31, 47]",63,padovan
"[33, 28, 61, 89, 150, 239]",389,fibonacci
"[61, 64, 67, 70, 73, 76]",79,arithmetic
"[42, 58, 74, 90, 106, 122]",138,arithmetic
"[1, 3, 7, 13, 21, 31]",43,step_up
"[4, 7, 7, 10, 13, 19]",28,fib_minus_const
"[29, 20, 29, 20, 29, 20]",29,alternating_add_subtract
"[61, 100, 139, 178, 217, 256]",295,arithmetic
"[4, 14, 7, 25, 46, 78]",149,tribonacci
"[40, 65, 90, 115, 140, 165]",190,arithmetic
"[87, 78, 81, 72, 75, 66]",69,alternating_add_subtract
"[11, 15, 7, 26, 22, 33]",48,padovan
"[30, 21, 25, 16, 20, 11]",15,alternating_add_subtract
"[43, 33, 40, 30, 37, 27]",34,alternating_add_subtract
"[2, 8, 5, 8, 8, 11]",14,fib_minus_const
"[14, 4, 9, 23, 27, 36]",59,generate_sequence
"[46, 50, 100, 104, 208, 212]",424,alternating_sequence
"[50, 75, 100, 125, 150, 175]",200,arithmetic
"[86, 61, 36, 11, -14, -39]",-64,arithmetic
"[48, 114, 246, 510, 1038, 2094]",4206,linear_recursive
"[14, -31, -76, -121, -166, -211]",-256,arithmetic
"[22, 22, 66, 154, 374, 902]",2178,pell
"[30, 98, 302, 914, 2750, 8258]",24782,linear_recursive
"[10, 9, 28, 65, 158, 381]",920,pell
"[12, 43, 105, 229, 477, 973]",1965,linear_recursive
"[17, 14, 12, 31, 26, 43]",57,padovan
"[38, 18, -2, -22, -42, -62]",-82,arithmetic
"[92, 85, 89, 82, 86, 79]",83,alternating_add_subtract
"[19, 10, 10, 29, 20, 39]",49,padovan
"[11, 6, 9, 17, 15, 26]",32,padovan
"[31, 15, -1, -17, -33, -49]",-65,arithmetic
"[3, 7, 15, 27, 43, 63]",87,step_up
"[87, 77, 83, 73, 79, 69]",75,alternating_add_subtract
"[37, 30, 23, 16, 9, 2]",-5,arithmetic
"[15, 34, 170, 189, 945, 964]",4820,alternating_sequence
"[14, 15, 60, 61, 244, 245]",980,alternating_sequence
"[26, 13, 52, 117, 286, 689]",1664,pell
"[12, 4, 4, 16, 8, 20]",24,padovan
"[95, 75, 55, 35, 15, -5]",-25,arithmetic
"[14, 4, 4, 18, 22, 26]",44,generate_sequence
"[90, 113, 136, 159, 182, 205]",228,arithmetic
"[16, 7, 11, 23, 18, 34]",41,padovan
"[38, 43, 172, 177, 708, 713]",2852,alternating_sequence
"[17, 47, 107, 227, 467, 947]",1907,linear_recursive
"[35, 37, 111, 113, 339, 341]",1023,alternating_sequence
"[14, 2, 10, 16, 12, 26]",28,padovan
"[8, 3, 11, 11, 14, 22]",25,padovan
"[9, 9, 9, 9, 9, 9]",9,arithmetic
"[1, 4, 8, 13, 25, 46]",84,tribonacci
"[17, 7, 11, 24, 18, 35]",42,padovan
"[6, 2, 8, 8, 10, 16]",18,padovan
"[1, 14, 9, 15, 23, 24]",38,padovan
"[87, 87, 87, 87, 87, 87]",87,arithmetic
"[79, 72, 78, 71, 77, 70]",76,alternating_add_subtract
"[6, 29, 35, 64, 99, 163]",262,fibonacci
"[16, 14, 7, 30, 21, 37]",51,padovan
"[5, 1, 18, 23, 24, 42]",65,generate_sequence
"[40, -1, -42, -83, -124, -165]",-206,arithmetic
"[8, 37, 45, 82, 127, 209]",336,fibonacci
"[4, 53, 102, 151, 200, 249]",298,arithmetic
"[35, 45, 125, 295, 715, 1725]",4165,pell
"[87, 112, 137, 162, 187, 212]",237,arithmetic
"[31, 63, 95, 127, 159, 191]",223,arithmetic
"[47, 39, 125, 289, 703, 1695]",4093,pell
"[26, 31, 124, 129, 516, 521]",2084,alternating_sequence
"[71, 121, 171, 221, 271, 321]",371,arithmetic
"[14, 12, 21, 19, 28, 26]",35,alternating_add_subtract
"[33, 11, 55, 121, 297, 715]",1727,pell
"[2, 18, 10, 20, 28, 30]",48,padovan
"[61, 13, -35, -83, -131, -179]",-227,arithmetic
"[12, 8, 20, 20, 28, 40]",48,padovan
"[30, 37, 111, 118, 354, 361]",1083,alternating_sequence
"[28, 42, 112, 266, 644, 1554]",3752,pell
"[3, 4, 10, 7, 14, 17]",21,padovan
"[42, 54, 108, 120, 240, 252]",504,alternating_sequence
"[11, 7, 2, 13, 20, 22]",35,generate_sequence
"[21, 39, 60, 99, 159, 258]",417,fibonacci
"[20, 5, 4, 25, 9, 29]",34,padovan
"[12, 2, 2, 14, 4, 16]",18,padovan
"[43, 145, 451, 1369, 4123, 12385]",37171,linear_recursive
"[10, 2, 3, 12, 5, 15]",17,padovan
"[3, 15, 14, 17, 32, 46]",63,generate_sequence
"[50, 104, 212, 428, 860, 1724]",3452,linear_recursive
"[57, 69, 81, 93, 105, 117]",129,arithmetic
"[17, 23, 69, 75, 225, 231]",693,alternating_sequence
"[25, 33, 132, 140, 560, 568]",2272,alternating_sequence
"[33, 38, 76, 81, 162, 167]",334,alternating_sequence
"[9, -15, -39, -63, -87, -111]",-135,arithmetic
"[2, 13, 6, 15, 19, 21]",34,padovan
"[29, -13, -55, -97, -139, -181]",-223,arithmetic
"[5, 7, 19, 45, 109, 263]",635,pell
"[50, 9, 9, 68, 86, 163]",317,tribonacci
"[18, 16, 3, 34, 19, 37]",53,padovan
"[66, 62, 64, 60, 62, 58]",60,alternating_add_subtract
"[71, 50, 29, 8, -13, -34]",-55,arithmetic
"[14, 8, 7, 22, 15, 29]",37,padovan
"[12, 7, 10, 19, 17, 29]",36,padovan
"[16, 20, 9, 36, 29, 45]",65,padovan
"[45, 139, 421, 1267, 3805, 11419]",34261,linear_recursive
"[10, 6, 13, 16, 19, 29]",35,padovan
"[20, 47, 114, 275, 664, 1603]",3870,pell
"[72, 64, 65, 57, 58, 50]",51,alternating_add_subtract
"[59, 101, 143, 185, 227, 269]",311,arithmetic
"[6, 4, 6, 6, 8, 10]",14,fib_minus_const
"[48, 248, 1248, 6248, 31248, 156248]",781248,linear_recursive
"[41, 43, 47, 53, 61, 71]",83,step_up
"[74, 37, 0, -37, -74, -111]",-148,arithmetic
"[13, 17, 13, 26, 43, 56]",82,generate_sequence
"[9, 8, 13, 17, 21, 30]",38,padovan
"[5, 3, 11, 25, 61, 147]",355,pell
"[30, 32, 94, 220, 534, 1288]",3110,pell
"[38, 82, 126, 170, 214, 258]",302,arithmetic
"[33, 46, 230, 243, 1215, 1228]",6140,alternating_sequence
"[11, 1, 9, 20, 21, 30]",50,generate_sequence
"[6, 16, 8, 14, 30, 38]",52,generate_sequence
"[50, 211, 855, 3431, 13735, 54951]",219815,linear_recursive
"[15, 49, 151, 457, 1375, 4129]",12391,linear_recursive
"[3, 2, 6, 5, 8, 11]",13,padovan
"[5, 7, 11, 12, 18, 23]",30,padovan
"[11, 20, 19, 31, 39, 50]",70,padovan
"[2, 28, 15, 45, 88, 148]",281,tribonacci
"[28, 8, 8, 44, 60, 112]",216,tribonacci
"[14, 7, 1, 15, 22, 23]",38,generate_sequence
"[17, 44, 42, 103, 189, 334]",626,tribonacci
"[47, 49, 147, 149, 447, 449]",1347,alternating_sequence
"[2, 20, 20, 22, 40, 42]",62,padovan
"[10, 9, 14, 19, 23, 33]",42,padovan
"[13, 6, 12, 19, 18, 31]",37,padovan
"[40, 36, 44, 40, 48, 44]",52,alternating_add_subtract
"[18, 55, 129, 277, 573, 1165]",2349,linear_recursive
"[20, 12, 17, 37, 49, 66]",103,generate_sequence
"[18, 3, 13, 31, 34, 47]",78,generate_sequence
"[6, 20, 13, 19, 39, 52]",71,generate_sequence
"[15, 49, 83, 117, 151, 185]",219,arithmetic
"[47, 17, 81, 179, 439, 1057]",2553,pell
"[4, 10, 50, 56, 280, 286]",1430,alternating_sequence
"[50, 41, 35, 126, 202, 363]",691,tribonacci
"[43, 104, 226, 470, 958, 1934]",3886,linear_recursive
"[11, 13, 24, 37, 61, 98]",159,fibonacci
"[5, 25, 65, 145, 305, 625]",1265,linear_recursive
"[6, 9, 10, 15, 19, 25]",34,padovan
"[14, 15, 3, 29, 18, 32]",47,padovan
"[30, 7, 44, 95, 234, 563]",1360,pell
"[25, 38, 152, 165, 660, 673]",2692,alternating_sequence
"[30, 48, 144, 162, 486, 504]",1512,alternating_sequence
"[13, 5, 11, 24, 29, 40]",64,generate_sequence
"[32, 45, 122, 289, 700, 1689]",4078,pell
"[4, 13, 7, 17, 20, 24]",37,padovan
"[12, 15, 6, 18, 33, 39]",57,generate_sequence
"[72, 52, 32, 12, -8, -28]",-48,arithmetic
"[26, 33, 132, 139, 556, 563]",2252,alternating_sequence
"[67, 65, 73, 71, 79, 77]",85,alternating_add_subtract
"[37, 19, 75, 169, 413, 995]",2403,pell
"[15, 29, 73, 175, 423, 1021]",2465,pell
"[3, 12, 9, 15, 21, 24]",36,padovan
"[4, 4, 8, 12, 20, 32]",52,fibonacci
"[60, 12, -36, -84, -132, -180]",-228,arithmetic
"[27, 50, 73, 96, 119, 142]",165,arithmetic
"[13, 11, 3, 24, 14, 27]",38,padovan
"[19, 3, 6, 22, 9, 28]",31,padovan
"[20, 11, 12, 32, 43, 55]",87,generate_sequence
"[5, 2, 19, 24, 26, 45]",69,generate_sequence
"[5, 6, 6, 7, 8, 10]",13,fib_minus_const
"[37, 27, 64, 91, 155, 246]",401,fibonacci
"[77, 112, 147, 182, 217, 252]",287,arithmetic
"[15, 18, 2, 33, 20, 35]",53,padovan
"[77, 70, 72, 65, 67, 60]",62,alternating_add_subtract
"[0, -21, -42, -63, -84, -105]",-126,arithmetic
"[12, 23, 69, 80, 240, 251]",753,alternating_sequence
"[26, 40, 66, 106, 172, 278]",450,fibonacci
"[6, 11, 13, 19, 30, 43]",62,generate_sequence
"[38, 42, 210, 214, 1070, 1074]",5370,alternating_sequence
"[40, 47, 134, 315, 764, 1843]",4450,pell
"[15, -1, -17, -33, -49, -65]",-81,arithmetic
"[1, 38, 25, 64, 127, 216]",407,tribonacci
"[18, 8, 1, 26, 9, 27]",35,padovan
"[30, 39, 156, 165, 660, 669]",2676,alternating_sequence
"[7, 54, 289, 1464, 7339, 36714]",183589,linear_recursive
"[27, 24, 75, 174, 423, 1020]",2463,pell
"[66, 86, 106, 126, 146, 166]",186,arithmetic
"[18, 17, 2, 20, 37, 39]",59,generate_sequence
"[9, 20, 15, 24, 44, 59]",83,generate_sequence
"[16, 15, 8, 31, 23, 39]",54,padovan
"[12, 1, 7, 13, 8, 20]",21,padovan
"[100, 96, 101, 97, 102, 98]",103,alternating_add_subtract
"[40, 52, 156, 168, 504, 516]",1548,alternating_sequence
"[18, 16, 12, 30, 46, 58]",88,generate_sequence
"[6, 36, 66, 96, 126, 156]",186,arithmetic
"[37, 28, 32, 23, 27, 18]",22,alternating_add_subtract
"[84, 83, 89, 88, 94, 93]",99,alternating_add_subtract
"[6, 20, 8, 26, 28, 34]",54,padovan
"[23, 23, 46, 92, 161, 299]",552,tribonacci
"[49, 48, 145, 338, 821, 1980]",4781,pell
"[48, 23, -2, -27, -52, -77]",-102,arithmetic
"[24, 35, 94, 223, 540, 1303]",3146,pell
"[6, 19, 32, 45, 58, 71]",84,arithmetic
"[20, 34, 170, 184, 920, 934]",4670,alternating_sequence
"[79, 85, 91, 97, 103, 109]",115,arithmetic
"[64, 45, 26, 7, -12, -31]",-50,arithmetic
"[38, 31, 20, 89, 140, 249]",478,tribonacci
"[44, 54, 270, 280, 1400, 1410]",7050,alternating_sequence
"[43, 28, 13, -2, -17, -32]",-47,arithmetic
"[31, 36, 103, 242, 587, 1416]",3419,pell
"[64, 43, 22, 1, -20, -41]",-62,arithmetic
"[34, 46, 35, 115, 196, 346]",657,tribonacci
"[52, 49, 58, 55, 64, 61]",70,alternating_add_subtract
"[27, 43, 86, 102, 204, 220]",440,alternating_sequence
"[27, 141, 711, 3561, 17811, 89061]",445311,linear_recursive
"[17, 18, 90, 91, 455, 456]",2280,alternating_sequence
"[71, 40, 9, -22, -53, -84]",-115,arithmetic
"[43, 27, 1, 71, 99, 171]",341,tribonacci
"[33, 32, 26, 91, 149, 266]",506,tribonacci
"[67, 98, 129, 160, 191, 222]",253,arithmetic
"[29, -8, -45, -82, -119, -156]",-193,arithmetic
"[20, 88, 360, 1448, 5800, 23208]",92840,linear_recursive
"[2, 33, 68, 169, 406, 981]",2368,pell
"[13, 7, 8, 20, 15, 28]",35,padovan
"[11, 71, 371, 1871, 9371, 46871]",234371,linear_recursive
"[29, 30, 59, 89, 148, 237]",385,fibonacci
"[16, 6, 8, 24, 30, 38]",62,generate_sequence
"[7, 1, 6, 5, 9, 12]",19,fib_minus_const
"[38, 16, -6, -28, -50, -72]",-94,arithmetic
"[25, 44, 26, 95, 165, 286]",546,tribonacci
"[7, 57, 107, 157, 207, 257]",307,arithmetic
"[9, 19, 7, 16, 35, 42]",58,generate_sequence
"[4, 12, 12, 16, 28, 40]",56,generate_sequence
"[92, 88, 90, 86, 88, 84]",86,alternating_add_subtract
"[41, 13, 67, 147, 361, 869]",2099,pell
"[41, 17, 75, 167, 409, 985]",2379,pell
"[54, 61, 68, 75, 82, 89]",96,arithmetic
"[24, 10, 44, 98, 240, 578]",1396,pell
"[17, 20, 8, 37, 28, 45]",65,padovan
"[45, 45, 16, 106, 167, 289]",562,tribonacci
"[88, 81, 88, 81, 88, 81]",88,alternating_add_subtract
"[86, 48, 10, -28, -66, -104]",-142,arithmetic
"[9, 1, 5, 1, 1, -3]",-7,fib_minus_const
"[2, 25, 27, 52, 79, 131]",210,fibonacci
"[27, 139, 699, 3499, 17499, 87499]",437499,linear_recursive
"[56, 51, 54, 49, 52, 47]",50,alternating_add_subtract
"[24, 44, 43, 111, 198, 352]",661,tribonacci
"[49, 19, 1, 69, 89, 159]",317,tribonacci
"[35, 48, 131, 310, 751, 1812]",4375,pell
"[17, 18, 10, 45, 73, 128]",246,tribonacci
"[46, 3, -40, -83, -126, -169]",-212,arithmetic
"[5, 2, 5, 2, 5, 2]",5,alternating_add_subtract
"[5, 8, 17, 13, 25, 30]",38,padovan
"[4, 19, 8, 12, 31, 39]",51,generate_sequence
"[75, 121, 167, 213, 259, 305]",351,arithmetic
"[15, 46, 107, 260, 627, 1514]",3655,pell
"[4, 8, 20, 48, 116, 280]",676,pell
"[81, 75, 69, 63, 57, 51]",45,arithmetic
"[31, 11, 42, 53, 95, 148]",243,fibonacci
"[37, 50, 3, 90, 143, 236]",469,tribonacci
"[8, 17, 12, 20, 37, 49]",69,generate_sequence
"[32, 27, 48, 107, 182, 337]",626,tribonacci
"[40, 51, 102, 113, 226, 237]",474,alternating_sequence
"[5, 36, 48, 89, 173, 310]",572,tribonacci
"[11, 31, 155, 175, 875, 895]",4475,alternating_sequence
"[41, 54, 67, 80, 93, 106]",119,arithmetic
"[11, 13, 17, 24, 30, 41]",54,padovan
"[8, 6, 2, 14, 8, 16]",22,padovan
"[15, 4, 20, 19, 24, 39]",43,padovan
"[70, 62, 70, 62, 70, 62]",70,alternating_add_subtract
"[10, 56, 286, 1436, 7186, 35936]",179686,linear_recursive
"[9, 5, 19, 28, 33, 52]",80,generate_sequence
"[5, 18, 14, 19, 37, 51]",70,generate_sequence
"[54, 86, 118, 150, 182, 214]",246,arithmetic
"[20, 6, 6, 26, 12, 32]",38,padovan
"[43, 40, 50, 47, 57, 54]",64,alternating_add_subtract
"[20, 70, 120, 170, 220, 270]",320,arithmetic
"[19, 5, 1, 24, 6, 25]",30,padovan
"[21, 11, 32, 43, 75, 118]",193,fibonacci
"[57, 47, 52, 42, 47, 37]",42,alternating_add_subtract
"[48, 45, 46, 43, 44, 41]",42,alternating_add_subtract
"[15, 51, 159, 483, 1455, 4371]",13119,linear_recursive
"[18, 5, 10, 28, 33, 43]",71,generate_sequence
"[9, 60, 315, 1590, 7965, 39840]",199215,linear_recursive
"[14, 14, 2, 28, 16, 30]",44,padovan
"[12, 13, 8, 20, 33, 41]",61,generate_sequence
"[43, 41, 44, 42, 45, 43]",46,alternating_add_subtract
"[4, 12, 14, 16, 26, 30]",42,padovan
"[8, 21, 50, 121, 292, 705]",1702,pell
"[12, 4, 3, 15, 19, 22]",37,generate_sequence
"[14, 8, 1, 22, 9, 23]",31,padovan
"[4, 5, 19, 9, 24, 28]",33,padovan
"[41, 31, 24, 96, 151, 271]",518,tribonacci
"[12, 19, 1, 31, 20, 32]",51,padovan
"[53, 52, 53, 52, 53, 52]",53,alternating_add_subtract
"[11, 15, 11, 26, 26, 37]",52,padovan
"[19, 6, 18, 37, 43, 61]",98,generate_sequence
"[14, 1, 15, 15, 16, 30]",31,padovan
"[4, 3, 20, 24, 27, 47]",71,generate_sequence
"[49, 256, 1291, 6466, 32341, 161716]",808591,linear_recursive
"[43, 57, 171, 185, 555, 569]",1707,alternating_sequence
"[13, 7, 2, 15, 22, 24]",39,generate_sequence
"[66, 59, 60, 53, 54, 47]",48,alternating_add_subtract
"[7, 2, 10, 17, 19, 29]",46,generate_sequence
"[72, 71, 72, 71, 72, 71]",72,alternating_add_subtract
"[16, 18, 18, 34, 36, 52]",70,padovan
"[13, 30, 43, 73, 116, 189]",305,fibonacci
"[19, 20, 8, 39, 28, 47]",67,padovan
"[39, 212, 1077, 5402, 27027, 135152]",675777,linear_recursive
"[17, 34, 51, 85, 136, 221]",357,fibonacci
"[92, 76, 60, 44, 28, 12]",-4,arithmetic
"[19, 17, 7, 26, 43, 50]",76,generate_sequence
"[62, 53, 55, 46, 48, 39]",41,alternating_add_subtract
"[13, 9, 2, 22, 11, 24]",33,padovan
"[1, 38, 39, 77, 116, 193]",309,fibonacci
"[24, 87, 276, 843, 2544, 7647]",22956,linear_recursive
"[9, 6, 10, 19, 25, 35]",54,generate_sequence
"[23, 13, 2, 38, 53, 93]",184,tribonacci
"[15, 5, 25, 55, 135, 325]",785,pell
"[3, 4, 7, 11, 18, 29]",47,fibonacci
"[39, 57, 114, 132, 264, 282]",564,alternating_sequence
"[9, 12, 11, 21, 23, 32]",44,padovan
"[31, 3, 47, 81, 131, 259]",471,tribonacci
"[18, 83, 343, 1383, 5543, 22183]",88743,linear_recursive
"[5, -16, -37, -58, -79, -100]",-121,arithmetic
"[2, -25, -52, -79, -106, -133]",-160,arithmetic
"[30, 38, 190, 198, 990, 998]",4990,alternating_sequence
"[54, 53, 60, 59, 66, 65]",72,alternating_add_subtract
"[15, 20, 13, 28, 48, 61]",89,generate_sequence
"[31, 7, 28, 66, 101, 195]",362,tribonacci
"[87, 97, 107, 117, 127, 137]",147,arithmetic
"[11, 6, 4, 17, 10, 21]",27,padovan
"[15, 4, 13, 19, 17, 32]",36,padovan
"[9, 8, 15, 24, 32, 47]",71,generate_sequence
"[4, 13, 65, 74, 370, 379]",1895,alternating_sequence
"[18, 56, 94, 132, 170, 208]",246,arithmetic
"[11, 17, 8, 28, 25, 36]",53,padovan
"[13, 8, 10, 21, 18, 31]",39,padovan
"[45, 49, 57, 69, 85, 105]",129,step_up
"[10, 40, 130, 400, 1210, 3640]",10930,linear_recursive
"[91, 63, 35, 7, -21, -49]",-77,arithmetic
"[57, 62, 67, 72, 77, 82]",87,arithmetic
"[19, 11, 6, 30, 17, 36]",47,padovan
"[2, 3, 4, 5, 6, 7]",8,arithmetic
"[5, 24, 29, 53, 82, 135]",217,fibonacci
"[11, 13, 1, 12, 25, 26]",38,generate_sequence
"[47, 61, 122, 136, 272, 286]",572,alternating_sequence
"[17, 6, 2, 23, 8, 25]",31,padovan
"[10, 19, 3, 29, 22, 32]",51,padovan
"[100, 52, 4, -44, -92, -140]",-188,arithmetic
"[8, 8, 10, 18, 26, 36]",54,generate_sequence
"[42, 75, 108, 141, 174, 207]",240,arithmetic
"[12, 42, 96, 234, 564, 1362]",3288,pell
"[9, 0, 2, -7, -5, -14]",-12,alternating_add_subtract
"[5, 22, 44, 61, 122, 139]",278,alternating_sequence
"[20, 2, 3, 22, 5, 25]",27,padovan
"[11, 14, 6, 17, 31, 37]",54,generate_sequence
"[48, 0, -48, -96, -144, -192]",-240,arithmetic
"[99, 129, 159, 189, 219, 249]",279,arithmetic
"[13, 20, 7, 33, 27, 40]",60,padovan
"[18, 19, 17, 37, 36, 54]",73,padovan
"[28, 47, 66, 85, 104, 123]",142,arithmetic
"[34, 25, 23, 82, 130, 235]",447,tribonacci
"[15, 12, 21, 18, 27, 24]",33,alternating_add_subtract
"[14, 13, 14, 13, 14, 13]",14,alternating_add_subtract
