sequence,target,function,tier
"[15, 7, 14, 29, 36, 50]",79,generate_sequence,2
"[65, 101, 137, 173, 209, 245]",281,arithmetic,3
"[9, 11, 20, 20, 31, 40]",51,padovan,3
"[44, 228, 1148, 5748, 28748, 143748]",718748,linear_recursive,2
"[7, 31, 69, 169, 407, 983]",2373,pell,2
"[27, 144, 729, 3654, 18279, 91404]",457029,linear_recursive,2
"[6, 2, 3, 0, -2, -7]",-14,fib_minus_const,1
"[5, 22, 14, 41, 77, 132]",250,tribonacci,2
"[32, 35, 38, 41, 44, 47]",50,arithmetic,3
"[18, 18, 4, 36, 22, 40]",58,padovan,3
"[4, 4, 15, 19, 23, 38]",57,generate_sequence,2
"[7, 9, 13, 20, 29, 42]",62,generate_sequence,2
"[16, 6, 7, 22, 13, 29]",35,padovan,3
"[72, 56, 40, 24, 8, -8]",-24,arithmetic,3
"[38, 63, 88, 113, 138, 163]",188,arithmetic,3
"[86, 84, 87, 85, 88, 86]",89,alternating_add_subtract,2
"[47, 38, 41, 32, 35, 26]",29,alternating_add_subtract,2
"[7, 5, 18, 12, 23, 30]",35,padovan,3
"[18, 43, 68, 93, 118, 143]",168,arithmetic,3
"[15, 17, 49, 115, 279, 673]",1625,pell,2
"[4, 27, 96, 303, 924, 2787]",8376,linear_recursive,2
"[34, 25, 27, 18, 20, 11]",13,alternating_add_subtract,2
"[46, 33, 112, 257, 626, 1509]",3644,pell,2
"[51, 50, 60, 59, 69, 68]",78,alternating_add_subtract,2
"[1, 29, 10, 40, 79, 129]",248,tribonacci,2
"[32, 4, 34, 70, 108, 212]",390,tribonacci,2
"[17, 17, 14, 34, 31, 48]",65,padovan,3
"[14, 4, 12, 18, 16, 30]",34,padovan,3
"[78, 84, 90, 96, 102, 108]",114,arithmetic,3
"[64, 114, 164, 214, 264, 314]",364,arithmetic,3
"[57, 49, 41, 33, 25, 17]",9,arithmetic,3
"[37, 15, 52, 67, 119, 186]",305,fibonacci,2
"[10, 2, 12, 12, 14, 24]",26,padovan,3
"[9, 7, 6, 16, 13, 22]",29,padovan,3
"[5, 7, 9, 14, 21, 30]",44,generate_sequence,2
"[21, 24, 23, 68, 115, 206]",389,tribonacci,2
"[19, 42, 103, 248, 599, 1446]",3491,pell,2
"[76, 109, 142, 175, 208, 241]",274,arithmetic,3
"[50, 37, 24, 11, -2, -15]",-28,arithmetic,3
"[39, 137, 431, 1313, 3959, 11897]",35711,linear_recursive,2
"[12, 30, 42, 72, 114, 186]",300,fibonacci,2
"[20, 37, 57, 94, 151, 245]",396,fibonacci,2
"[14, 23, 46, 55, 110, 119]",238,alternating_sequence,2
"[53, 48, 51, 46, 49, 44]",47,alternating_add_subtract,2
"[5, 13, 7, 12, 25, 32]",44,generate_sequence,2
"[10, 19, 16, 26, 45, 61]",87,generate_sequence,2
"[100, 148, 196, 244, 292, 340]",388,arithmetic,3
"[5, 15, 17, 22, 37, 54]",76,generate_sequence,2
"[37, 31, 68, 99, 167, 266]",433,fibonacci,2
"[27, 39, 195, 207, 1035, 1047]",5235,alternating_sequence,2
"[94, 93, 97, 96, 100, 99]",103,alternating_add_subtract,2
"[12, 1, 4, 17, 22, 43]",82,tribonacci,2
"[36, 6, 42, 48, 90, 138]",228,fibonacci,2
"[36, 47, 40, 123, 210, 373]",706,tribonacci,2
"[15, 3, 14, 29, 32, 46]",75,generate_sequence,2
"[39, 214, 1089, 5464, 27339, 136714]",683589,linear_recursive,2
"[38, 121, 370, 1117, 3358, 10081]",30250,linear_recursive,2
"[4, 14, 18, 22, 36, 54]",76,generate_sequence,2
"[1, 18, 90, 107, 535, 552]",2760,alternating_sequence,2
"[31, 26, 42, 99, 167, 308]",574,tribonacci,2
"[5, 18, 57, 174, 525, 1578]",4737,linear_recursive,2
"[22, 72, 222, 672, 2022, 6072]",18222,linear_recursive,2
"[30, 28, 34, 32, 38, 36]",42,alternating_add_subtract,2
"[25, 15, 5, -5, -15, -25]",-35,arithmetic,3
"[45, 11, 67, 145, 357, 859]",2075,pell,2
"[44, 141, 432, 1305, 3924, 11781]",35352,linear_recursive,2
"[16, 24, 32, 40, 48, 56]",64,arithmetic,3
"[16, 11, 11, 27, 22, 38]",49,padovan,3
"[29, 23, 47, 99, 169, 315]",583,tribonacci,2
"[19, 8, 17, 36, 44, 61]",97,generate_sequence,2
"[45, 48, 51, 54, 57, 60]",63,arithmetic,3
"[39, 176, 724, 2916, 11684, 46756]",187044,linear_recursive,2
"[35, 16, -3, -22, -41, -60]",-79,arithmetic,3
"[37, 5, 42, 47, 89, 136]",225,fibonacci,2
"[32, 52, 208, 228, 912, 932]",3728,alternating_sequence,2
"[30, 153, 768, 3843, 19218, 96093]",480468,linear_recursive,2
"[45, 245, 1245, 6245, 31245, 156245]",781245,linear_recursive,2
"[39, 53, 159, 173, 519, 533]",1599,alternating_sequence,2
"[31, 25, 22, 78, 125, 225]",428,tribonacci,2
"[42, 30, 18, 6, -6, -18]",-30,arithmetic,3
"[40, -120, 360, -1080, 3240, -9720]",29160,geometric,2
"[29, 49, 147, 167, 501, 521]",1563,alternating_sequence,2
"[2, 4, 2, 6, 6, 8]",12,padovan,3
"[50, 58, 116, 124, 248, 256]",512,alternating_sequence,2
"[44, 91, 185, 373, 749, 1501]",3005,linear_recursive,2
"[83, 122, 161, 200, 239, 278]",317,arithmetic,3
"[38, 29, 34, 25, 30, 21]",26,alternating_add_subtract,2
"[11, 29, 116, 134, 536, 554]",2216,alternating_sequence,2
"[27, 30, 87, 204, 495, 1194]",2883,pell,2
"[11, 20, 14, 25, 45, 59]",84,generate_sequence,2
"[6, 9, 12, 15, 21, 27]",36,padovan,3
"[7, 1, 20, 27, 28, 48]",75,generate_sequence,2
"[77, 73, 81, 77, 85, 81]",89,alternating_add_subtract,2
"[48, 257, 1302, 6527, 32652, 163277]",816402,linear_recursive,2
"[24, 20, 24, 20, 24, 20]",24,alternating_add_subtract,2
"[12, 10, 6, 18, 28, 34]",52,generate_sequence,2
"[68, 108, 148, 188, 228, 268]",308,arithmetic,3
"[6, 2, 5, 4, 6, 7]",10,fib_minus_const,1
"[11, 3, 8, 0, 5, -3]",2,alternating_add_subtract,2
"[10, 42, 94, 230, 554, 1338]",3230,pell,2
"[47, 51, 102, 106, 212, 216]",432,alternating_sequence,2
"[26, 29, 32, 35, 38, 41]",44,arithmetic,3
"[44, 90, 182, 366, 734, 1470]",2942,linear_recursive,2
"[31, 39, 70, 109, 179, 288]",467,fibonacci,2
"[29, 154, 779, 3904, 19529, 97654]",488279,linear_recursive,2
"[32, 42, 168, 178, 712, 722]",2888,alternating_sequence,2
"[84, 73, 62, 51, 40, 29]",18,arithmetic,3
"[8, 5, 8, 16, 21, 29]",45,generate_sequence,2
"[2, 9, 30, 93, 282, 849]",2550,linear_recursive,2
"[3, 6, 9, 9, 15, 18]",24,padovan,3
"[58, 95, 132, 169, 206, 243]",280,arithmetic,3
"[31, 29, 39, 37, 47, 45]",55,alternating_add_subtract,2
"[50, 38, 21, 109, 168, 298]",575,tribonacci,2
"[27, 116, 472, 1896, 7592, 30376]",121512,linear_recursive,2
"[1, 10, 10, 19, 28, 46]",73,fib_minus_const,1
"[3, 6, 12, 15, 30, 33]",66,alternating_sequence,2
"[28, 19, 28, 19, 28, 19]",28,alternating_add_subtract,2
"[27, 29, 85, 199, 483, 1165]",2813,pell,2
"[8, 12, 24, 28, 56, 60]",120,alternating_sequence,2
"[16, 41, 91, 191, 391, 791]",1591,linear_recursive,2
"[13, 21, 105, 113, 565, 573]",2865,alternating_sequence,2
"[28, 118, 478, 1918, 7678, 30718]",122878,linear_recursive,2
"[2, 8, 1, 10, 9, 11]",19,padovan,3
"[26, 42, 84, 100, 200, 216]",432,alternating_sequence,2
"[18, 17, 18, 36, 53, 71]",107,generate_sequence,2
"[23, 79, 247, 751, 2263, 6799]",20407,linear_recursive,2
"[10, 46, 102, 250, 602, 1454]",3510,pell,2
"[31, 66, 136, 276, 556, 1116]",2236,linear_recursive,2
"[29, 105, 333, 1017, 3069, 9225]",27693,linear_recursive,2
"[99, 98, 99, 98, 99, 98]",99,alternating_add_subtract,2
"[49, 14, 5, 68, 87, 160]",315,tribonacci,2
"[8, 2, 7, 15, 17, 24]",39,generate_sequence,2
"[11, 20, 19, 30, 50, 69]",99,generate_sequence,2
"[61, 55, 65, 59, 69, 63]",73,alternating_add_subtract,2
"[15, 4, 2, 17, 21, 23]",40,generate_sequence,2
"[16, 18, 14, 30, 48, 62]",92,generate_sequence,2
"[2, 41, 80, 119, 158, 197]",236,arithmetic,3
"[6, 35, 14, 55, 104, 173]",332,tribonacci,2
"[82, 76, 78, 72, 74, 68]",70,alternating_add_subtract,2
"[4, 1, 16, 5, 17, 21]",22,padovan,3
"[13, 5, -3, -11, -19, -27]",-35,arithmetic,3
"[17, 13, 1, 30, 14, 31]",44,padovan,3
"[9, 36, 144, 576, 2304, 9216]",36864,geometric,2
"[13, -17, -47, -77, -107, -137]",-167,arithmetic,3
"[34, 81, 175, 363, 739, 1491]",2995,linear_recursive,2
"[4, 1, 5, 2, 6, 3]",7,alternating_add_subtract,2
"[4, 8, 20, 12, 28, 32]",40,padovan,3
"[61, 59, 69, 67, 77, 75]",85,alternating_add_subtract,2
"[8, 13, 18, 23, 28, 33]",38,arithmetic,3
"[10, 11, 9, 21, 20, 30]",41,padovan,3
"[4, 15, 6, 10, 25, 31]",41,generate_sequence,2
"[1, 12, 12, 13, 24, 25]",37,padovan,3
"[8, 7, 12, 16, 25, 38]",60,fib_minus_const,1
"[4, 28, 76, 172, 364, 748]",1516,linear_recursive,2
"[22, 43, 108, 259, 626, 1511]",3648,pell,2
"[47, 246, 1241, 6216, 31091, 155466]",777341,linear_recursive,2
"[26, 14, 2, -10, -22, -34]",-46,arithmetic,3
"[50, 38, 9, 97, 144, 250]",491,tribonacci,2
"[13, 45, 103, 251, 605, 1461]",3527,pell,2
"[18, 5, 16, 34, 39, 55]",89,generate_sequence,2
"[10, 58, 250, 1018, 4090, 16378]",65530,linear_recursive,2
"[21, 35, 140, 154, 616, 630]",2520,alternating_sequence,2
"[8, 18, 15, 26, 33, 41]",59,padovan,3
"[49, 39, 48, 38, 47, 37]",46,alternating_add_subtract,2
"[25, 46, 117, 280, 677, 1634]",3945,pell,2
"[20, 25, 30, 35, 40, 45]",50,arithmetic,3
"[4, -27, -58, -89, -120, -151]",-182,arithmetic,3
"[20, -5, -30, -55, -80, -105]",-130,arithmetic,3
"[31, 25, 34, 28, 37, 31]",40,alternating_add_subtract,2
"[11, 12, 1, 24, 37, 62]",123,tribonacci,2
"[30, 37, 148, 155, 620, 627]",2508,alternating_sequence,2
"[13, 16, 1, 14, 30, 31]",45,generate_sequence,2
"[85, 48, 11, -26, -63, -100]",-137,arithmetic,3
"[8, 11, 44, 47, 188, 191]",764,alternating_sequence,2
"[99, 97, 95, 93, 91, 89]",87,arithmetic,3
"[5, 26, 9, 40, 75, 124]",239,tribonacci,2
"[94, 78, 62, 46, 30, 14]",-2,arithmetic,3
"[10, 19, 48, 77, 144, 269]",490,tribonacci,2
"[36, 16, 52, 68, 120, 188]",308,fibonacci,2
"[1, 5, 25, 29, 145, 149]",745,alternating_sequence,2
"[8, 40, 17, 65, 122, 204]",391,tribonacci,2
"[5, 3, 9, 7, 13, 11]",17,alternating_add_subtract,2
"[11, 5, 14, 16, 19, 30]",35,padovan,3
"[40, 57, 228, 245, 980, 997]",3988,alternating_sequence,2
"[15, 9, 19, 24, 28, 43]",52,padovan,3
"[22, 12, 14, 4, 6, -4]",-2,alternating_add_subtract,2
"[8, 2, 9, 3, 10, 4]",11,alternating_add_subtract,2
"[3, 6, 7, 11, 16, 25]",39,fib_minus_const,1
"[8, 20, 3, 28, 23, 31]",51,padovan,3
"[45, 51, 57, 63, 69, 75]",81,arithmetic,3
"[79, 70, 61, 52, 43, 34]",25,arithmetic,3
"[55, 102, 149, 196, 243, 290]",337,arithmetic,3
"[35, -105, 315, -945, 2835, -8505]",25515,geometric,2
"[4, 18, 72, 86, 344, 358]",1432,alternating_sequence,2
"[3, 7, 10, 17, 27, 44]",71,fibonacci,2
"[9, 23, 69, 83, 249, 263]",789,alternating_sequence,2
"[2, -27, -56, -85, -114, -143]",-172,arithmetic,3
"[33, 7, 47, 101, 249, 599]",1447,pell,2
"[19, 7, 7, 26, 14, 33]",40,padovan,3
"[6, 14, 26, 46, 86, 158]",290,tribonacci,2
"[43, 5, 53, 111, 275, 661]",1597,pell,2
"[13, 20, 4, 17, 37, 41]",58,generate_sequence,2
"[31, 175, 895, 4495, 22495, 112495]",562495,linear_recursive,2
"[11, 8, 9, 6, 7, 4]",5,alternating_add_subtract,2
"[15, 8, 20, 23, 28, 43]",51,padovan,3
"[24, 44, 112, 268, 648, 1564]",3776,pell,2
"[49, 13, 75, 163, 401, 965]",2331,pell,2
"[50, 65, 195, 210, 630, 645]",1935,alternating_sequence,2
"[34, 19, 11, 64, 94, 169]",327,tribonacci,2
"[3, 34, 71, 176, 423, 1022]",2467,pell,2
"[15, 16, 64, 65, 260, 261]",1044,alternating_sequence,2
"[44, 23, 32, 99, 154, 285]",538,tribonacci,2
"[14, 7, 18, 32, 39, 57]",89,generate_sequence,2
"[14, 2, 2, 16, 4, 18]",20,padovan,3
"[16, 18, 6, 34, 24, 40]",58,padovan,3
"[35, 32, 34, 31, 33, 30]",32,alternating_add_subtract,2
"[21, 30, 16, 67, 113, 196]",376,tribonacci,2
"[8, 3, 19, 11, 22, 30]",33,padovan,3
"[3, 3, 9, 21, 51, 123]",297,pell,2
"[5, 9, 17, 14, 26, 31]",40,padovan,3
"[68, 67, 74, 73, 80, 79]",86,alternating_add_subtract,2
"[14, 24, 21, 59, 104, 184]",347,tribonacci,2
"[23, 47, 95, 191, 383, 767]",1535,linear_recursive,2
"[19, 37, 148, 166, 664, 682]",2728,alternating_sequence,2
"[4, 25, 130, 655, 3280, 16405]",82030,linear_recursive,2
"[5, 46, 45, 96, 187, 328]",611,tribonacci,2
"[10, 1, 14, 24, 25, 39]",63,generate_sequence,2
"[62, 52, 62, 52, 62, 52]",62,alternating_add_subtract,2
"[43, 35, 113, 261, 635, 1531]",3697,pell,2
"[29, 34, 46, 109, 189, 344]",642,tribonacci,2
"[5, 5, 17, 22, 27, 44]",66,generate_sequence,2
"[38, 45, 27, 110, 182, 319]",611,tribonacci,2
"[35, 39, 9, 83, 131, 223]",437,tribonacci,2
"[49, 63, 126, 140, 280, 294]",588,alternating_sequence,2
"[77, 75, 76, 74, 75, 73]",74,alternating_add_subtract,2
"[99, 116, 133, 150, 167, 184]",201,arithmetic,3
"[1, 2, 2, 3, 5, 7]",10,generate_sequence,2
"[1, 29, 57, 85, 113, 141]",169,arithmetic,3
"[21, 29, 50, 79, 129, 208]",337,fibonacci,2
"[22, 15, 52, 119, 290, 699]",1688,pell,2
"[23, 25, 50, 52, 104, 106]",212,alternating_sequence,2
"[4, 3, 10, 23, 56, 135]",326,pell,2
"[14, 16, 15, 30, 31, 45]",61,padovan,3
"[10, 1, 12, 25, 62, 149]",360,pell,2
"[14, 13, 19, 33, 46, 65]",98,generate_sequence,2
"[62, 55, 58, 51, 54, 47]",50,alternating_add_subtract,2
"[12, 27, 38, 77, 142, 257]",476,tribonacci,2
"[49, 65, 130, 146, 292, 308]",616,alternating_sequence,2
"[2, 13, 16, 18, 31, 47]",65,generate_sequence,2
"[41, 141, 441, 1341, 4041, 12141]",36441,linear_recursive,2
"[27, 49, 6, 82, 137, 225]",444,tribonacci,2
"[41, 27, 48, 116, 191, 355]",662,tribonacci,2
"[18, 1, 10, 19, 11, 29]",30,padovan,3
"[7, 32, 33, 72, 137, 242]",451,tribonacci,2
"[61, 84, 107, 130, 153, 176]",199,arithmetic,3
"[19, 13, 21, 15, 23, 17]",25,alternating_add_subtract,2
"[87, 86, 85, 84, 83, 82]",81,arithmetic,3
"[35, 20, 13, 68, 101, 182]",351,tribonacci,2
"[8, 10, 16, 24, 38, 60]",96,fib_minus_const,1
"[35, 155, 635, 2555, 10235, 40955]",163835,linear_recursive,2
"[49, 24, -1, -26, -51, -76]",-101,arithmetic,3
"[48, -48, 48, -48, 48, -48]",48,geometric,2
"[37, 122, 377, 1142, 3437, 10322]",30977,linear_recursive,2
"[6, 6, 4, 12, 10, 16]",22,padovan,3
"[35, 9, 44, 53, 97, 150]",247,fibonacci,2
"[3, 6, 17, 9, 23, 26]",32,padovan,3
"[12, 12, 9, 24, 21, 33]",45,padovan,3
"[13, 34, 40, 87, 161, 288]",536,tribonacci,2
"[56, 61, 71, 86, 106, 131]",161,step_up,2
"[81, 131, 181, 231, 281, 331]",381,arithmetic,3
"[6, 6, 9, 12, 18, 27]",42,fib_minus_const,1
"[7, 26, 43, 76, 145, 264]",485,tribonacci,2
"[7, 3, 15, 22, 25, 40]",62,generate_sequence,2
"[27, 14, 7, 48, 69, 124]",241,tribonacci,2
"[21, 83, 269, 827, 2501, 7523]",22589,linear_recursive,2
"[25, 83, 257, 779, 2345, 7043]",21137,linear_recursive,2
"[72, 76, 84, 96, 112, 132]",156,step_up,2
"[12, 9, 15, 21, 24, 36]",45,padovan,3
"[36, 37, 15, 88, 140, 243]",471,tribonacci,2
"[23, 41, 59, 77, 95, 113]",131,arithmetic,3
"[24, 34, 170, 180, 900, 910]",4550,alternating_sequence,2
"[2, 13, 2, 15, 15, 17]",30,padovan,3
"[46, 108, 232, 480, 976, 1968]",3952,linear_recursive,2
"[15, 15, 10, 30, 25, 40]",55,padovan,3
"[41, 36, 41, 36, 41, 36]",41,alternating_add_subtract,2
"[1, 8, 36, 45, 89, 170]",304,tribonacci,2
"[13, 15, 7, 20, 35, 42]",62,generate_sequence,2
"[13, 29, 58, 74, 148, 164]",328,alternating_sequence,2
"[27, 41, 43, 111, 195, 349]",655,tribonacci,2
"[18, 17, 35, 52, 87, 139]",226,fibonacci,2
"[40, 41, 122, 285, 692, 1669]",4030,pell,2
"[34, 39, 8, 81, 128, 217]",426,tribonacci,2
"[36, 68, 100, 132, 164, 196]",228,arithmetic,3
"[12, 23, 24, 59, 106, 189]",354,tribonacci,2
"[30, 122, 490, 1962, 7850, 31402]",125610,linear_recursive,2
"[22, 22, 44, 66, 110, 176]",286,fibonacci,2
"[38, 41, 82, 85, 170, 173]",346,alternating_sequence,2
"[15, 15, 45, 105, 255, 615]",1485,pell,2
"[4, 12, 18, 22, 34, 52]",74,generate_sequence,2
"[28, 9, 37, 46, 83, 129]",212,fibonacci,2
"[31, 143, 591, 2383, 9551, 38223]",152911,linear_recursive,2
"[12, 2, 14, 16, 30, 46]",76,fibonacci,2
"[7, 27, 61, 149, 359, 867]",2093,pell,2
"[6, 9, 15, 24, 36, 51]",69,step_up,2
"[10, 16, 16, 26, 42, 58]",84,generate_sequence,2
"[3, 18, 4, 21, 22, 25]",43,padovan,3
"[33, 5, 38, 43, 81, 124]",205,fibonacci,2
"[98, 90, 96, 88, 94, 86]",92,alternating_add_subtract,2
"[2, -2, 7, 3, 12, 8]",17,alternating_add_subtract,2
"[11, 18, 6, 35, 59, 100]",194,tribonacci,2
"[12, 21, 44, 77, 142, 263]",482,tribonacci,2
"[17, 29, 6, 52, 87, 145]",284,tribonacci,2
"[11, 6, 2, 17, 8, 19]",25,padovan,3
"[95, 104, 113, 122, 131, 140]",149,arithmetic,3
"[29, -2, -33, -64, -95, -126]",-157,arithmetic,3
"[7, 12, 19, 26, 38, 57]",83,generate_sequence,2
"[29, 9, -11, -31, -51, -71]",-91,arithmetic,3
"[3, 12, 17, 15, 29, 32]",44,padovan,3
"[39, 195, 975, 4875, 24375, 121875]",609375,geometric,2
"[9, 3, 10, 19, 22, 32]",51,generate_sequence,2
"[39, 26, 41, 106, 173, 320]",599,tribonacci,2
"[12, 48, 192, 768, 3072, 12288]",49152,geometric,2
"[12, 68, 348, 1748, 8748, 43748]",218748,linear_recursive,2
"[30, 35, 65, 100, 165, 265]",430,fibonacci,2
"[15, 20, 16, 31, 51, 67]",98,generate_sequence,2
"[10, 7, 12, 14, 21, 30]",46,fib_minus_const,1
"[58, 52, 59, 53, 60, 54]",61,alternating_add_subtract,2
"[18, 15, 13, 31, 46, 59]",90,generate_sequence,2
"[52, 4, -44, -92, -140, -188]",-236,arithmetic,3
"[19, 49, 10, 78, 137, 225]",440,tribonacci,2
"[34, 138, 554, 2218, 8874, 35498]",141994,linear_recursive,2
"[27, 21, 22, 16, 17, 11]",12,alternating_add_subtract,2
"[1, 37, 38, 75, 113, 188]",301,fibonacci,2
"[61, 57, 62, 58, 63, 59]",64,alternating_add_subtract,2
"[37, 75, 113, 151, 189, 227]",265,arithmetic,3
"[7, 12, 6, 13, 25, 31]",44,generate_sequence,2
"[2, 3, 19, 21, 24, 43]",64,generate_sequence,2
"[42, 185, 757, 3045, 12197, 48805]",195237,linear_recursive,2
"[6, 1, 2, -3, -2, -7]",-6,alternating_add_subtract,2
"[7, 20, 23, 50, 93, 166]",309,tribonacci,2
"[39, 2, 10, 51, 63, 124]",238,tribonacci,2
"[46, 27, 8, -11, -30, -49]",-68,arithmetic,3
"[6, 18, 18, 24, 36, 42]",60,padovan,3
"[71, 66, 61, 56, 51, 46]",41,arithmetic,3
"[12, 12, 3, 15, 27, 30]",45,generate_sequence,2
"[15, 42, 96, 204, 420, 852]",1716,linear_recursive,2
"[53, 82, 111, 140, 169, 198]",227,arithmetic,3
"[41, -164, 656, -2624, 10496, -41984]",167936,geometric,2
"[45, 29, 21, 95, 145, 261]",501,tribonacci,2
"[39, 55, 71, 87, 103, 119]",135,arithmetic,3
"[13, 18, 72, 77, 308, 313]",1252,alternating_sequence,2
"[11, 5, 4, 16, 9, 20]",25,padovan,3
"[7, 1, 15, 22, 23, 38]",60,generate_sequence,2
"[86, 79, 86, 79, 86, 79]",86,alternating_add_subtract,2
"[16, 84, 356, 1444, 5796, 23204]",92836,linear_recursive,2
"[17, 29, 41, 53, 65, 77]",89,arithmetic,3
"[14, 5, 16, 19, 21, 35]",40,padovan,3
"[12, 11, 23, 34, 57, 91]",148,fibonacci,2
"[23, 66, 109, 152, 195, 238]",281,arithmetic,3
"[15, 11, 4, 19, 30, 34]",53,generate_sequence,2
"[33, 29, 45, 107, 181, 333]",621,tribonacci,2
"[61, 108, 155, 202, 249, 296]",343,arithmetic,3
"[88, 83, 93, 88, 98, 93]",103,alternating_add_subtract,2
"[76, 69, 76, 69, 76, 69]",76,alternating_add_subtract,2
"[1, 7, 19, 20, 27, 46]",66,generate_sequence,2
"[30, 21, 72, 165, 402, 969]",2340,pell,2
"[24, 33, 57, 90, 147, 237]",384,fibonacci,2
"[51, 35, 19, 3, -13, -29]",-45,arithmetic,3
"[7, 19, 12, 19, 38, 50]",69,generate_sequence,2
"[17, 20, 13, 37, 33, 50]",70,padovan,3
"[24, 19, 29, 24, 34, 29]",39,alternating_add_subtract,2
"[2, 9, 16, 18, 27, 43]",61,generate_sequence,2
"[7, 19, 1, 26, 20, 27]",46,padovan,3
"[48, 54, 270, 276, 1380, 1386]",6930,alternating_sequence,2
"[97, 101, 105, 109, 113, 117]",121,arithmetic,3
"[43, 13, -17, -47, -77, -107]",-137,arithmetic,3
"[15, 3, 20, 18, 23, 38]",41,padovan,3
"[13, 17, 85, 89, 445, 449]",2245,alternating_sequence,2
"[5, 5, 19, 10, 24, 29]",34,padovan,3
"[20, 11, 31, 42, 73, 115]",188,fibonacci,2
"[10, 6, 19, 29, 35, 54]",83,generate_sequence,2
"[9, 35, 44, 79, 123, 202]",325,fibonacci,2
"[46, 106, 226, 466, 946, 1906]",3826,linear_recursive,2
"[11, 6, 19, 17, 25, 36]",42,padovan,3
"[83, 125, 167, 209, 251, 293]",335,arithmetic,3
"[24, 55, 86, 117, 148, 179]",210,arithmetic,3
"[9, 8, 16, 23, 38, 60]",97,fib_minus_const,1
"[16, 14, 15, 30, 29, 45]",59,padovan,3
"[42, 41, 46, 45, 50, 49]",54,alternating_add_subtract,2
"[5, 9, 1, 14, 10, 15]",24,padovan,3
"[12, 24, 48, 96, 192, 384]",768,geometric,2
"[20, 61, 102, 143, 184, 225]",266,arithmetic,3
"[80, 35, -10, -55, -100, -145]",-190,arithmetic,3
"[14, 19, 38, 43, 86, 91]",182,alternating_sequence,2
"[44, 194, 794, 3194, 12794, 51194]",204794,linear_recursive,2
"[8, 18, 13, 26, 31, 39]",57,padovan,3
"[5, 7, 5, 10, 17, 22]",32,generate_sequence,2
"[27, 24, 22, 73, 119, 214]",406,tribonacci,2
"[40, 55, 110, 125, 250, 265]",530,alternating_sequence,2
"[4, 1, 15, 5, 16, 20]",21,padovan,3
"[19, 8, 4, 27, 12, 31]",39,padovan,3
"[11, 9, 20, 29, 49, 78]",127,fibonacci,2
"[41, 43, 86, 88, 176, 178]",356,alternating_sequence,2
"[15, 78, 393, 1968, 9843, 49218]",246093,linear_recursive,2
"[29, 13, -3, -19, -35, -51]",-67,arithmetic,3
"[11, 49, 201, 809, 3241, 12969]",51881,linear_recursive,2
"[8, 5, 10, 12, 19, 28]",44,fib_minus_const,1
"[49, 18, 85, 188, 461, 1110]",2681,pell,2
"[36, -13, -62, -111, -160, -209]",-258,arithmetic,3
"[11, 15, 46, 72, 133, 251]",456,tribonacci,2
"[23, 22, 24, 23, 25, 24]",26,alternating_add_subtract,2
"[83, 78, 73, 68, 63, 58]",53,arithmetic,3
"[17, 6, 3, 23, 9, 26]",32,padovan,3
"[25, 18, 25, 18, 25, 18]",25,alternating_add_subtract,2
"[4, 22, 26, 48, 74, 122]",196,fibonacci,2
"[18, 33, 48, 63, 78, 93]",108,arithmetic,3
"[9, 8, 11, 10, 13, 12]",15,alternating_add_subtract,2
"[14, 18, 8, 22, 40, 48]",70,generate_sequence,2
"[25, 2, 27, 29, 56, 85]",141,fibonacci,2
"[36, 108, 324, 972, 2916, 8748]",26244,geometric,2
"[26, 34, 25, 85, 144, 254]",483,tribonacci,2
"[50, 38, 126, 290, 706, 1702]",4110,pell,2
"[17, 16, 9, 26, 42, 51]",77,generate_sequence,2
"[19, 32, 41, 92, 165, 298]",555,tribonacci,2
"[20, 13, 20, 33, 33, 53]",66,padovan,3
"[22, 17, 56, 129, 314, 757]",1828,pell,2
"[36, 81, 171, 351, 711, 1431]",2871,linear_recursive,2
"[8, 13, 12, 21, 25, 33]",46,padovan,3
"[91, 83, 84, 76, 77, 69]",70,alternating_add_subtract,2
"[8, 6, 8, 14, 14, 22]",28,padovan,3
"[42, 33, 34, 25, 26, 17]",18,alternating_add_subtract,2
"[5, 4, 17, 9, 21, 26]",30,padovan,3
"[1, 4, 2, 3, 7, 9]",12,generate_sequence,2
"[89, 86, 96, 93, 103, 100]",110,alternating_add_subtract,2
"[17, 3, 18, 35, 38, 56]",91,generate_sequence,2
"[49, 23, 33, 105, 161, 299]",565,tribonacci,2
"[6, 18, 72, 84, 336, 348]",1392,alternating_sequence,2
"[5, 12, 30, 47, 89, 166]",302,tribonacci,2
"[41, 59, 236, 254, 1016, 1034]",4136,alternating_sequence,2
"[5, 34, 179, 904, 4529, 22654]",113279,linear_recursive,2
"[21, 18, 45, 84, 147, 276]",507,tribonacci,2
"[63, 112, 161, 210, 259, 308]",357,arithmetic,3
"[76, 29, -18, -65, -112, -159]",-206,arithmetic,3
"[22, 12, 34, 46, 80, 126]",206,fibonacci,2
"[27, 46, 30, 103, 179, 312]",594,tribonacci,2
"[20, 16, 17, 13, 14, 10]",11,alternating_add_subtract,2
"[16, 17, 85, 86, 430, 431]",2155,alternating_sequence,2
"[32, 43, 86, 97, 194, 205]",410,alternating_sequence,2
"[3, 23, 103, 423, 1703, 6823]",27303,linear_recursive,2
"[34, 45, 6, 85, 136, 227]",448,tribonacci,2
